work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_usd_to_eur,salary_usd_to_gbp,salary_range,remote_ratio_percentage,company_size_category
2023,MI,FT,Data Science Manager,104500,USD,104500,US,0,US,,88825.0,78375.0,80K-120K,0.0,
2023,MI,FT,Data Science Manager,70000,USD,70000,US,0,US,,59500.0,52500.0,50K-80K,0.0,
2023,MI,FT,Data Science Consultant,90000,USD,90000,US,0,US,,76500.0,67500.0,80K-120K,0.0,
2023,MI,FT,Data Science Consultant,70000,USD,70000,US,0,US,,59500.0,52500.0,50K-80K,0.0,
2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,,130560.0,115200.0,120K-200K,1.0,
2023,SE,FT,Data Engineer,106800,USD,106800,US,100,US,,90780.0,80100.0,80K-120K,1.0,
2023,EN,FT,Data Engineer,125000,USD,125000,US,0,US,,106250.0,93750.0,120K-200K,0.0,
2023,EN,FT,Data Engineer,90000,USD,90000,US,0,US,,76500.0,67500.0,80K-120K,0.0,
2023,MI,FT,Research Scientist,185000,USD,185000,US,100,US,,157250.0,138750.0,120K-200K,1.0,
2023,MI,FT,Research Scientist,125000,USD,125000,US,100,US,,106250.0,93750.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,127000,USD,127000,US,100,US,,107950.0,95250.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,94000,USD,94000,US,100,US,,79900.0,70500.0,80K-120K,1.0,
2023,SE,FT,Data Scientist,210550,USD,210550,US,0,US,,178967.5,157912.5,200K+,0.0,
2023,SE,FT,Data Scientist,153300,USD,153300,US,0,US,,130305.0,114975.0,120K-200K,0.0,
2023,MI,FT,Data Scientist,200000,USD,200000,US,100,US,,170000.0,150000.0,120K-200K,1.0,
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,,127500.0,112500.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,161500,USD,161500,US,100,US,,137275.0,121125.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,119500,USD,119500,US,100,US,,101575.0,89625.0,80K-120K,1.0,
2023,SE,FT,Data Analyst,175000,USD,175000,US,0,US,,148750.0,131250.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,,123250.0,108750.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,,148750.0,131250.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,,126437.5,111562.5,120K-200K,0.0,
2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,0,US,,89250.0,78750.0,80K-120K,0.0,
2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,0,US,,72250.0,63750.0,80K-120K,0.0,
2023,SE,FT,Research Scientist,215000,USD,215000,US,0,US,,182750.0,161250.0,200K+,0.0,
2023,SE,FT,Research Scientist,146300,USD,146300,US,0,US,,124355.0,109725.0,120K-200K,0.0,
2023,EN,FT,AI Developer,200000,EUR,214618,DE,100,DE,,182425.3,160963.5,120K-200K,1.0,
2023,MI,FT,Data Engineer,72000,USD,72000,MX,100,MX,,61200.0,54000.0,50K-80K,1.0,
2023,MI,FT,Data Engineer,60000,USD,60000,MX,100,MX,,51000.0,45000.0,50K-80K,1.0,
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,,130390.0,115050.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,,104295.0,92025.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,260000,USD,260000,US,0,US,,221000.0,195000.0,200K+,0.0,
2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,,148750.0,131250.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,,158355.0,139725.0,120K-200K,1.0,
2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,,105315.0,92925.0,120K-200K,1.0,
2023,MI,FT,Research Scientist,340000,USD,340000,US,100,US,,289000.0,255000.0,200K+,1.0,
2023,MI,FT,Research Scientist,150000,USD,150000,US,100,US,,127500.0,112500.0,120K-200K,1.0,
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,,130390.0,115050.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,,104295.0,92025.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,250000,USD,250000,US,0,US,,212500.0,187500.0,200K+,0.0,
2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,,148750.0,131250.0,120K-200K,0.0,
2023,MI,FT,Data Scientist,60000,EUR,64385,FR,50,FR,,54727.25,48288.75,50K-80K,0.5,
2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,,158015.0,139425.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,,103445.0,91275.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,,130560.0,115200.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,,90780.0,80100.0,80K-120K,0.0,
2023,SE,FL,Software Data Engineer,50000,USD,50000,NG,50,AU,,42500.0,37500.0,30K-50K,0.5,
2023,EN,FT,Data Analyst,100000,USD,100000,UZ,100,US,,85000.0,75000.0,80K-120K,1.0,
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,,210375.0,185625.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,,146370.0,129150.0,120K-200K,0.0,
2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,,263500.0,232500.0,200K+,1.0,
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,,203150.0,179250.0,200K+,1.0,
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,,106250.0,93750.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,,93500.0,82500.0,80K-120K,0.0,
2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,,127500.0,112500.0,120K-200K,0.0,
2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,,85000.0,75000.0,80K-120K,0.0,
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,,126714.59999999999,111807.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,,70010.25,61773.75,80K-120K,0.0,
2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,,124100.0,109500.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,,63750.0,56250.0,50K-80K,0.0,
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,,118575.0,104625.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,,92990.0,82050.0,80K-120K,0.0,
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,,118575.0,104625.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,,92990.0,82050.0,80K-120K,0.0,
2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,,127160.0,112200.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,102000,USD,102000,US,0,US,,86700.0,76500.0,80K-120K,0.0,
2023,MI,FT,Data Analyst,80000,GBP,97218,GB,0,GB,,82635.3,72913.5,50K-80K,0.0,
2023,MI,FT,Data Analyst,40000,GBP,48609,GB,0,GB,,41317.65,36456.75,30K-50K,0.0,
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,,214200.0,189000.0,200K+,0.0,
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,,109650.0,96750.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,,80750.0,71250.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,,72675.0,64125.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,,158015.0,139425.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,,103445.0,91275.0,120K-200K,0.0,
2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,,127500.0,112500.0,120K-200K,0.0,
2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,,85000.0,75000.0,80K-120K,0.0,
2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,,123250.0,108750.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,,106250.0,93750.0,120K-200K,0.0,
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,,127500.0,112500.0,120K-200K,1.0,
2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,,83087.5,73312.5,80K-120K,1.0,
2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,,170850.0,150750.0,200K+,0.0,
2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,,103700.0,91500.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,,214200.0,189000.0,200K+,0.0,
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,,109650.0,96750.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,,102000.0,90000.0,80K-120K,1.0,
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,,63750.0,56250.0,50K-80K,1.0,
2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,,99441.5,87742.5,80K-120K,1.0,
2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,,70482.0,62190.0,80K-120K,1.0,
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,,158015.0,139425.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,,109905.0,96975.0,120K-200K,0.0,
2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,,170000.0,150000.0,120K-200K,0.0,
2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,,106250.0,93750.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,,170850.0,150750.0,200K+,0.0,
2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,,103700.0,91500.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,,173825.0,153375.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,,120870.0,106650.0,120K-200K,0.0,
2023,SE,FT,Data Manager,155000,USD,155000,US,0,US,,131750.0,116250.0,120K-200K,0.0,
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,,119000.0,105000.0,120K-200K,0.0,
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,,175032.0,154440.0,200K+,0.0,
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,,145860.0,128700.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,121500,USD,121500,US,100,US,,103275.0,91125.0,120K-200K,1.0,
2023,SE,FT,Data Engineer,78000,USD,78000,US,100,US,,66300.0,58500.0,50K-80K,1.0,
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,,130900.0,115500.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,116000,USD,116000,US,0,US,,98600.0,87000.0,80K-120K,0.0,
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,,161500.0,142500.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,,115600.0,102000.0,120K-200K,0.0,
2023,MI,FT,Data Analyst,65000,GBP,78990,GB,100,GB,,67141.5,59242.5,50K-80K,1.0,
2023,MI,FT,Data Analyst,36050,GBP,43809,GB,100,GB,,37237.65,32856.75,30K-50K,1.0,
2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,,153000.0,135000.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,,93500.0,82500.0,80K-120K,0.0,
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,,234005.0,206475.0,200K+,1.0,
2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,,155550.0,137250.0,120K-200K,1.0,
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,,144500.0,127500.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,,119000.0,105000.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,154000,USD,154000,US,0,US,,130900.0,115500.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,116000,USD,116000,US,0,US,,98600.0,87000.0,80K-120K,0.0,
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,,136000.0,120000.0,120K-200K,1.0,
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,,110500.0,97500.0,120K-200K,1.0,
2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,,170000.0,150000.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,,102000.0,90000.0,80K-120K,0.0,
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,,148750.0,131250.0,120K-200K,1.0,
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,,136000.0,120000.0,120K-200K,1.0,
2023,MI,FT,Data Engineer,105000,GBP,127599,GB,0,GB,,108459.15,95699.25,80K-120K,0.0,
2023,MI,FT,Data Engineer,85000,GBP,103294,GB,0,GB,,87799.9,77470.5,80K-120K,0.0,
2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,,130560.0,115200.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,,90780.0,80100.0,80K-120K,0.0,
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,,72250.0,63750.0,80K-120K,1.0,
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,,63750.0,56250.0,50K-80K,1.0,
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,,191250.0,168750.0,200K+,0.0,
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,,132940.0,117300.0,120K-200K,0.0,
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,,127500.0,112500.0,120K-200K,0.0,
2023,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,,102000.0,90000.0,80K-120K,0.0,
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,,139230.0,122850.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,,107100.0,94500.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,,123250.0,108750.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,,76500.0,67500.0,80K-120K,1.0,
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,,173825.0,153375.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,,120870.0,106650.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,,80750.0,71250.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,,72675.0,64125.0,80K-120K,0.0,
2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,,142375.0,125625.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,,90525.0,79875.0,80K-120K,0.0,
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,,139230.0,122850.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,,107100.0,94500.0,120K-200K,0.0,
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,,131750.0,116250.0,120K-200K,0.0,
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,,119000.0,105000.0,120K-200K,0.0,
2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,,212500.0,187500.0,200K+,0.0,
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,,170000.0,150000.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,,221000.0,195000.0,200K+,0.0,
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,,158100.0,139500.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,,136000.0,120000.0,120K-200K,1.0,
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,,110500.0,97500.0,120K-200K,1.0,
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,,170000.0,150000.0,120K-200K,0.0,
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,,127500.0,112500.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,,41045.65,36216.75,30K-50K,0.0,
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,,32836.35,28973.25,30K-50K,0.0,
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,,127500.0,112500.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,,102000.0,90000.0,80K-120K,0.0,
2023,EN,FT,Data Analyst,30000,USD,30000,IN,50,IN,,25500.0,22500.0,0-30K,0.5,
2023,MI,FT,Research Scientist,185000,USD,185000,US,0,US,,157250.0,138750.0,120K-200K,0.0,
2023,MI,FT,Research Scientist,125000,USD,125000,US,0,US,,106250.0,93750.0,120K-200K,0.0,
2022,EN,PT,Data Analyst,34320,USD,34320,US,100,US,,29172.0,25740.0,30K-50K,1.0,
2022,MI,FT,Business Data Analyst,48000,BRL,9289,BR,100,BR,,7895.65,6966.75,30K-50K,1.0,
2023,SE,FT,Head of Data,70000,EUR,75116,PT,100,PT,,63848.6,56337.0,50K-80K,1.0,
2022,EX,FT,Data Science Manager,106000,USD,106000,UZ,0,RU,,90100.0,79500.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,,148750.0,131250.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,,110500.0,97500.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,122000,USD,122000,US,100,US,,103700.0,91500.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,93800,USD,93800,US,100,US,,79730.0,70350.0,80K-120K,1.0,
2023,SE,FT,Data Science Manager,150000,USD,150000,MX,100,MX,,127500.0,112500.0,120K-200K,1.0,
2023,SE,FT,Data Science Manager,90000,USD,90000,MX,100,MX,,76500.0,67500.0,80K-120K,1.0,
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,,140250.0,123750.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,,95200.0,84000.0,80K-120K,1.0,
2023,EN,FT,Computer Vision Engineer,220000,USD,220000,US,0,US,,187000.0,165000.0,200K+,0.0,
2023,SE,FT,BI Data Analyst,67000,EUR,71897,DE,100,DE,,61112.45,53922.75,50K-80K,1.0,
2023,EN,FT,AI Developer,60000,EUR,64385,DE,0,DE,,54727.25,48288.75,50K-80K,0.0,
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,,173825.0,153375.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,,120870.0,106650.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,1300000,INR,15806,IN,100,IN,,13435.1,11854.5,,1.0,
2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,,170000.0,150000.0,120K-200K,0.0,
2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,,148750.0,131250.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,,158015.0,139425.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,,109905.0,96975.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,,158015.0,139425.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,,103445.0,91275.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,,173825.0,153375.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,,120870.0,106650.0,120K-200K,0.0,
2023,MI,FT,Data Scientist,40000,USD,40000,FR,50,FR,,34000.0,30000.0,30K-50K,0.5,
2023,SE,FT,Data Science Consultant,1000000,THB,29453,TH,50,TH,,25035.05,22089.75,,0.5,
2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,,153153.0,135135.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,,90117.0,79515.0,80K-120K,0.0,
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,,115600.0,102000.0,120K-200K,1.0,
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,,88400.0,78000.0,80K-120K,1.0,
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,,106250.0,93750.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,,93500.0,82500.0,80K-120K,0.0,
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,,130390.0,115050.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,,104295.0,92025.0,120K-200K,0.0,
2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,,263500.0,232500.0,200K+,1.0,
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,,203150.0,179250.0,200K+,1.0,
2023,SE,FT,Data Analyst,152380,USD,152380,US,0,US,,129523.0,114285.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,121904,USD,121904,US,0,US,,103618.4,91428.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,,158015.0,139425.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,,109905.0,96975.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,,210375.0,185625.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,,146370.0,129150.0,120K-200K,0.0,
2023,SE,FT,Data Architect,168400,USD,168400,US,0,US,,143140.0,126300.0,120K-200K,0.0,
2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,,89420.0,78900.0,80K-120K,0.0,
2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,,109038.0,96210.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,,90865.0,80175.0,80K-120K,0.0,
2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,,163200.0,144000.0,120K-200K,1.0,
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,,119000.0,105000.0,120K-200K,0.0,
2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,,85000.0,75000.0,80K-120K,0.0,
2023,SE,FT,Research Engineer,100000,EUR,107309,DE,100,DE,,91212.65,80481.75,80K-120K,1.0,
2023,SE,FT,Research Engineer,80000,EUR,85847,DE,100,DE,,72969.95,64385.25,50K-80K,1.0,
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,,233750.0,206250.0,200K+,0.0,
2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,,147900.0,130500.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,,118575.0,104625.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,,92990.0,82050.0,80K-120K,0.0,
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,,118575.0,104625.0,120K-200K,0.0,
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,,92990.0,82050.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,,144925.0,127875.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,,72250.0,63750.0,80K-120K,1.0,
2023,SE,FT,Data Manager,60027,GBP,72946,GB,0,GB,,62004.1,54709.5,50K-80K,0.0,
2023,SE,FT,Data Manager,44737,GBP,54365,GB,0,GB,,46210.25,40773.75,30K-50K,0.0,
2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,,136244.8,120216.0,120K-200K,0.0,
2023,EX,FT,Head of Data Science,104891,GBP,127467,GB,0,GB,,108346.95,95600.25,80K-120K,0.0,
2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,,68000.0,60000.0,50K-80K,0.0,
2023,SE,FT,Data Engineer,65000,USD,65000,US,0,US,,55250.0,48750.0,50K-80K,0.0,
2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,,106029.0,93555.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,,55664.799999999996,49116.0,50K-80K,0.0,
2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,,61370.0,54150.0,50K-80K,0.0,
2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,,55233.0,48735.0,50K-80K,0.0,
2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,,130560.0,115200.0,120K-200K,0.0,
2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,,90780.0,80100.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,,152978.75,134981.25,120K-200K,1.0,
2023,SE,FT,Data Analyst,86466,USD,86466,US,100,US,,73496.09999999999,64849.5,80K-120K,1.0,
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,,102000.0,90000.0,80K-120K,0.0,
2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,,76500.0,67500.0,80K-120K,0.0,
2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,,43383.15,38279.25,30K-50K,0.0,
2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,,36153.049999999996,31899.75,30K-50K,0.0,
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,,126714.59999999999,111807.0,120K-200K,0.0,
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,,70010.25,61773.75,80K-120K,0.0,
2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,,143650.0,126750.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,,94010.0,82950.0,80K-120K,0.0,
2023,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,,148750.0,131250.0,120K-200K,0.0,
2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,,102000.0,90000.0,80K-120K,0.0,
2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,,195500.0,172500.0,200K+,0.0,
2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,,153000.0,135000.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,,130560.0,115200.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,,90780.0,80100.0,80K-120K,0.0,
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,,119000.0,105000.0,120K-200K,0.0,
2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,,102000.0,90000.0,80K-120K,0.0,
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,,175032.0,154440.0,200K+,0.0,
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,,145860.0,128700.0,120K-200K,0.0,
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,,140250.0,123750.0,120K-200K,1.0,
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,,106250.0,93750.0,120K-200K,1.0,
2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,,225250.0,198750.0,200K+,0.0,
